,casnw.csv,dicp.csv,era.csv,erai.csv,gspcc.csv,hku.csv,hust.csv,iapcm.csv,nscccs.csv,nsccgz.csv,nsccjn.csv,nscctj.csv,nsccwx.csv,siat.csv,sjtu.csv,ssc.csv,ustc.csv,xjtu.csv,label_all
1612,8.3,62.14,38.62,7.66,3.39,0.78,97.48,55.61,99.71,0.0,94.99,87.22,62.5,74.39,74.87,72.71,58.33,48.84,0.0
1613,10.19,62.14,38.05,7.66,3.39,0.78,97.48,55.74,99.06,0.0,94.99,87.37,62.5,73.37,76.87,73.74,58.33,48.47,0.0
1614,12.08,62.14,37.64,7.66,3.39,0.78,96.92,55.8,99.01,0.0,95.45,87.28,62.5,73.2,79.42,73.4,58.33,48.47,0.0
1615,10.19,62.14,32.67,7.66,3.39,0.78,96.92,55.55,99.06,0.0,95.67,88.22,62.5,73.2,79.18,73.0,58.33,48.47,0.0
1616,8.3,62.14,32.71,7.66,3.39,0.78,96.92,55.48,98.71,0.0,97.04,88.2,62.5,73.2,75.25,73.34,60.71,48.47,0.0
1617,8.3,62.14,32.69,7.75,3.39,0.78,96.92,55.16,99.24,0.0,95.67,87.69,62.5,73.2,74.77,72.83,60.71,48.47,0.0
1618,8.4,62.14,32.69,7.75,3.39,0.78,96.92,55.61,98.89,0.0,96.13,87.7,62.5,73.2,78.16,72.14,58.33,48.47,0.0
1619,5.28,62.14,33.09,11.34,3.39,0.78,96.92,55.42,94.24,0.0,95.67,86.03,62.5,73.26,79.12,72.68,58.33,48.84,0.0
1620,5.28,62.14,33.25,29.84,3.39,0.78,97.36,55.35,93.49,0.0,97.95,86.15,62.5,73.15,75.75,72.34,58.33,48.31,0.0
1621,5.28,62.14,33.68,29.84,3.39,0.78,97.67,56.12,93.18,0.0,98.41,86.06,62.5,76.97,76.47,71.99,58.33,48.47,0.0
1622,5.28,62.14,33.68,29.84,3.39,0.78,97.67,56.09,91.38,0.0,98.41,86.12,62.5,74.69,75.51,71.99,58.33,48.47,0.0
1623,5.28,62.14,33.33,29.84,3.39,0.78,97.67,55.26,91.73,0.0,98.41,42.12,62.5,74.91,74.07,71.99,58.33,48.47,0.0
1624,5.28,62.14,33.33,29.84,3.39,0.78,97.67,55.2,93.68,0.0,97.95,87.69,62.5,74.23,74.07,71.99,58.33,48.07,0.0
1625,7.17,62.14,33.33,29.84,3.39,0.78,97.67,55.26,95.84,0.0,97.95,48.52,62.5,72.86,73.59,71.99,58.33,53.26,0.0
1626,7.17,62.14,33.11,29.84,3.39,0.78,97.67,54.36,96.74,0.0,98.63,41.74,62.5,72.4,73.55,70.96,58.33,54.59,0.0
1627,5.28,62.14,34.34,29.84,3.39,0.78,97.67,55.39,99.45,0.0,98.18,87.4,62.5,71.95,73.31,70.96,58.33,55.03,0.0
1628,5.28,62.14,32.86,26.26,3.39,0.78,97.67,54.56,99.05,0.0,98.86,87.46,62.5,71.95,73.31,70.79,55.95,55.73,0.0
1629,5.28,62.14,33.25,26.26,3.39,0.78,97.67,54.3,96.99,0.0,97.72,87.45,62.5,71.72,73.07,70.76,55.95,55.41,0.0
1630,3.4,62.14,33.87,27.71,3.39,0.78,97.67,54.17,96.04,0.0,98.18,82.5,62.5,71.72,73.55,70.93,55.95,55.86,0.0
1631,1.51,62.14,32.86,27.71,3.39,0.78,97.67,54.49,100.0,0.0,99.54,92.45,62.5,71.49,73.67,70.9,58.33,55.86,0.0
1632,1.51,62.14,32.86,27.71,3.39,0.78,97.67,54.43,100.0,0.0,99.54,93.3,62.5,72.86,73.43,73.74,58.33,55.86,0.0
1633,4.53,62.14,33.09,27.62,3.39,0.78,97.67,54.49,99.95,0.0,99.54,93.18,62.5,72.86,73.43,72.37,58.33,55.79,0.0
1634,4.53,62.14,33.09,27.62,3.57,0.78,97.67,54.43,99.75,0.0,99.32,93.12,62.5,73.79,73.43,72.28,58.33,54.92,0.0
1635,1.51,62.14,33.36,27.62,3.57,0.78,97.67,54.24,99.45,0.0,6.85,92.14,62.5,74.24,75.11,73.37,58.33,55.41,1.0
1636,1.51,62.14,33.13,27.52,3.57,0.78,97.67,53.47,95.99,0.0,97.04,92.05,62.5,74.7,74.86,73.49,58.33,55.41,0.0
1637,3.02,62.14,33.0,27.52,3.57,0.78,97.67,53.53,94.33,0.0,97.95,92.05,62.5,74.7,74.86,73.49,57.54,55.41,0.0
1638,3.02,62.14,33.23,27.52,3.57,0.78,95.35,54.81,96.69,0.0,97.95,91.59,62.5,74.7,74.62,73.66,57.54,55.41,0.0
1639,3.02,62.14,34.0,27.52,3.57,0.78,95.35,54.94,97.09,0.0,98.18,91.67,62.5,74.7,69.79,73.31,57.54,55.41,0.0
1640,3.02,62.14,35.15,27.52,3.57,0.78,95.35,55.13,96.59,0.0,97.72,91.57,62.5,74.47,70.75,73.31,57.54,55.41,0.0
1641,6.79,62.14,35.63,27.52,3.57,0.78,95.35,55.07,96.72,0.0,97.72,91.65,62.5,74.7,71.71,73.31,55.16,55.41,0.0
1642,4.91,62.14,35.63,27.52,3.57,0.78,95.35,54.3,96.62,0.0,97.72,72.89,62.5,74.7,71.71,73.49,55.16,54.97,0.0
1643,4.91,62.14,35.52,27.52,3.57,0.78,95.35,53.34,96.47,0.0,98.41,72.86,62.5,74.59,71.46,73.29,55.16,55.08,0.0
1644,4.91,62.14,35.4,27.52,3.57,0.78,95.35,55.45,96.37,0.0,96.58,72.84,62.5,74.59,71.22,73.63,55.16,55.41,0.0
1645,4.91,62.14,35.17,27.52,3.57,0.78,95.35,56.29,96.07,0.0,95.9,72.98,62.5,74.59,71.95,73.63,52.78,55.08,0.0
1646,4.91,62.14,34.48,27.52,3.57,0.78,95.35,56.8,97.28,0.0,99.54,72.97,62.5,74.59,71.94,73.8,52.78,55.41,0.0
1647,3.3,62.14,34.37,27.52,3.57,0.78,95.35,56.54,96.12,0.0,99.54,75.89,62.5,74.49,72.18,72.88,52.78,55.86,0.0
1648,3.3,62.14,34.98,31.1,3.57,0.78,95.35,56.67,95.92,0.0,99.54,75.89,62.5,74.03,73.22,73.06,54.37,55.41,0.0
1649,1.42,62.14,34.87,27.52,3.57,0.78,95.35,55.77,95.46,0.0,99.09,95.79,62.5,74.4,72.96,72.71,54.37,55.08,0.0
1650,1.42,62.14,34.96,27.52,3.57,0.78,95.35,56.16,99.85,0.0,99.54,95.79,62.5,74.4,74.16,72.48,54.37,54.61,0.0
1651,3.3,62.14,34.23,27.52,3.57,0.78,95.35,56.03,100.0,0.0,99.54,74.45,62.5,73.94,74.16,72.48,51.98,55.41,0.0
1652,5.19,62.14,35.12,27.52,3.57,0.78,95.35,56.03,99.55,0.0,99.32,74.44,62.5,73.86,73.66,72.48,47.22,55.86,0.0
1653,5.19,62.14,35.12,27.52,3.57,0.78,95.35,56.03,99.95,0.0,99.09,74.42,62.5,73.17,73.18,72.08,47.22,55.86,0.0
1654,3.3,62.14,34.27,27.52,3.57,0.78,95.35,55.77,100.0,0.0,99.32,93.06,62.5,72.03,74.09,71.65,42.46,55.86,0.0
1655,3.3,62.14,33.46,27.52,3.57,0.78,95.35,56.22,100.0,0.0,99.32,74.41,62.5,72.02,74.05,71.85,42.46,55.41,0.0
1656,3.3,62.14,33.43,27.52,3.57,0.78,95.35,56.22,100.0,0.0,99.32,79.54,62.5,73.89,73.81,71.76,42.46,54.97,0.0
1657,7.83,62.14,33.52,27.52,3.57,0.78,95.32,56.22,100.0,0.0,99.32,79.52,62.5,73.16,73.1,71.76,42.46,54.97,0.0
1658,7.83,62.14,33.52,27.52,3.57,0.78,95.32,56.16,100.0,0.0,99.32,79.53,62.5,72.7,73.33,71.68,42.46,54.97,0.0
1659,7.83,62.14,34.29,25.97,3.57,0.78,95.32,56.16,99.55,0.0,99.32,79.52,62.5,72.48,73.09,71.3,40.08,55.41,0.0
1660,7.83,62.14,34.48,29.55,3.57,0.78,95.32,56.03,99.95,0.0,99.32,79.51,62.5,72.7,73.11,71.74,40.08,55.41,0.0
1661,7.83,62.14,32.54,29.55,3.57,0.78,95.32,56.03,99.9,0.0,99.32,79.53,62.5,72.48,73.71,71.53,40.08,55.41,0.0
1662,7.83,62.14,34.73,29.55,3.57,0.78,95.32,50.39,99.85,0.0,99.32,79.52,62.5,72.25,72.98,71.62,39.29,55.41,0.0
1663,7.83,62.14,34.54,29.55,3.57,0.78,94.74,50.39,99.6,0.0,97.72,79.54,62.5,72.25,72.86,71.62,39.29,55.41,0.0
1664,7.83,62.14,34.62,29.55,3.57,0.78,94.16,50.39,100.0,0.0,97.72,79.51,62.5,72.02,73.2,71.36,39.29,54.9,0.0
1665,7.83,62.14,35.1,29.55,3.57,0.78,94.16,50.2,99.04,0.0,97.49,72.86,62.5,71.79,80.43,71.36,39.29,54.97,0.0
1666,7.83,62.14,35.29,29.55,3.57,0.78,94.16,50.14,99.95,0.0,97.72,72.87,62.5,71.79,80.43,71.36,36.9,55.41,0.0
1667,7.83,62.14,35.58,29.55,3.57,0.78,94.16,50.27,100.0,0.0,98.86,73.79,62.5,71.79,80.43,71.71,36.9,54.97,0.0
1668,7.83,62.04,35.87,29.55,3.57,0.78,94.16,50.14,99.75,0.0,97.95,48.69,62.5,71.56,80.67,71.71,19.44,54.97,0.0
1669,7.83,62.04,35.91,29.55,3.57,0.78,94.16,50.14,98.84,0.0,97.04,94.78,62.5,71.56,80.91,71.71,17.06,54.97,0.0
1670,7.83,62.04,35.79,29.55,3.57,0.78,94.16,49.75,99.44,0.0,95.44,94.36,62.5,71.33,78.87,71.71,9.92,54.97,0.0
1671,7.83,62.04,35.75,29.55,3.57,0.78,94.16,49.75,99.6,0.0,96.81,93.9,62.5,71.33,78.53,71.71,5.16,55.73,0.0
1672,7.74,62.04,35.75,10.95,3.57,0.78,94.16,49.56,99.9,0.0,96.58,93.9,62.5,71.33,78.24,71.79,5.16,54.97,0.0
1673,7.74,62.04,35.75,10.95,3.57,0.78,94.16,49.43,100.0,0.0,98.86,93.05,62.5,71.33,77.98,72.14,5.16,54.97,0.0
1674,7.74,62.04,35.75,10.85,3.57,0.78,94.16,49.37,99.39,0.0,97.27,93.05,62.5,71.33,77.74,72.14,5.16,54.95,0.0
1675,7.74,62.04,35.87,10.85,3.57,0.78,94.16,45.21,98.08,0.0,98.41,92.63,62.5,71.33,77.74,72.14,5.16,54.97,0.0
1676,7.74,62.04,35.87,10.85,3.57,0.78,94.16,44.69,98.89,0.0,96.58,93.06,62.5,70.41,77.26,72.14,5.16,50.89,0.0
1677,7.74,62.04,35.87,10.85,3.57,0.78,94.16,44.58,97.62,0.0,98.41,93.48,62.5,70.65,77.1,72.13,5.16,50.89,0.0
1678,7.74,62.04,35.87,10.85,3.57,0.78,94.16,44.58,92.49,0.0,98.41,93.47,62.5,70.41,76.1,72.13,5.16,50.9,0.0
1679,63.07,0.0,35.87,10.85,3.57,0.78,94.16,44.58,98.58,0.0,98.41,94.32,62.5,78.64,72.04,5.16,51.16,7.74,3.0
1680,5.85,63.07,35.86,10.85,3.57,0.78,94.16,44.58,98.02,0.0,98.41,94.33,62.5,70.18,78.43,72.04,5.16,51.29,0.0
1681,5.85,63.07,35.86,10.85,3.57,0.78,94.16,44.58,98.33,0.0,98.41,94.75,62.5,69.95,78.19,72.04,5.16,50.89,0.0
1682,5.85,63.07,35.86,10.85,3.57,0.78,94.16,44.46,97.31,0.0,98.41,94.74,62.5,69.95,78.79,71.7,5.16,50.89,0.0
1683,5.85,63.07,35.29,10.85,3.57,0.78,94.16,44.46,91.33,0.0,98.41,94.31,62.5,69.94,77.54,71.7,5.16,50.89,0.0
1684,5.85,63.07,35.17,10.85,3.57,0.78,94.16,44.46,89.55,0.0,98.41,94.31,62.5,69.95,77.01,71.94,5.16,51.29,0.0
1685,5.85,63.07,34.97,10.85,3.57,0.78,94.16,44.33,89.35,0.0,97.49,94.31,62.5,70.39,76.52,71.94,5.16,50.89,0.0
1686,5.85,63.07,34.97,10.85,3.57,0.78,94.16,44.33,86.56,0.0,97.49,94.31,62.5,71.76,75.36,71.6,5.16,51.29,0.0
1687,5.85,63.07,34.97,10.85,3.57,0.78,94.16,44.33,96.2,0.0,97.49,93.39,62.5,71.76,75.12,71.94,5.16,50.77,0.0
1688,5.85,63.07,34.97,10.85,3.57,0.78,93.58,44.01,94.98,0.0,97.49,93.39,62.5,71.76,74.26,71.94,5.16,50.77,0.0
1689,5.85,63.07,34.83,10.85,3.57,0.78,93.58,44.01,93.76,0.0,97.49,93.82,62.5,71.76,74.0,71.94,5.16,50.77,0.0
1690,5.85,63.07,34.94,10.85,3.57,0.78,93.58,44.01,94.82,0.0,97.49,93.82,62.5,72.9,75.04,71.77,5.16,50.77,0.0
1691,5.85,63.07,34.94,10.85,3.57,0.78,93.58,43.19,86.0,0.0,97.49,93.82,62.5,72.9,71.69,71.86,5.16,50.77,0.0
1692,5.85,63.07,34.94,10.85,3.57,0.78,93.58,42.93,87.52,0.0,97.49,93.82,62.5,72.9,71.69,72.03,5.16,50.77,0.0
1693,5.85,63.07,34.94,10.85,3.57,0.78,93.58,42.87,94.27,0.0,96.58,93.82,62.5,72.89,70.67,72.03,5.16,50.77,0.0
1694,5.85,63.07,34.94,10.85,3.57,0.78,93.58,42.88,93.0,0.0,95.9,93.82,62.5,72.89,70.67,71.86,5.16,50.77,0.0
1695,5.85,63.07,34.94,10.85,3.57,0.78,93.58,42.88,93.4,0.0,93.62,93.83,62.5,72.89,70.67,71.86,5.16,50.77,0.0
1696,5.85,63.07,34.94,10.85,3.57,0.78,93.58,42.88,94.77,0.0,93.62,93.83,62.5,72.88,70.19,71.51,5.16,50.77,0.0
1697,5.85,63.07,35.06,10.85,3.57,0.78,93.58,42.5,93.71,0.0,93.62,93.83,62.5,72.88,70.19,71.51,5.16,51.16,0.0
1698,5.85,63.07,35.06,10.85,3.57,0.78,93.58,42.5,85.82,0.0,93.62,93.83,62.5,72.88,67.61,71.68,5.16,50.77,0.0
1699,5.85,63.07,35.13,10.85,3.57,0.78,94.16,39.61,83.43,0.0,93.62,93.83,62.5,72.88,66.71,71.68,5.16,51.16,0.0
1700,5.85,63.07,34.2,10.85,3.57,0.78,93.58,39.61,84.04,0.0,92.71,93.83,62.5,72.88,68.65,71.68,5.16,51.16,0.0
1701,5.85,63.07,34.2,10.85,3.57,0.78,93.58,39.61,89.1,0.0,92.94,83.63,62.5,72.88,73.31,71.51,5.16,50.77,0.0
1702,5.85,63.07,34.2,10.85,3.57,0.78,99.39,39.55,89.0,0.0,92.94,83.62,62.5,72.86,75.86,70.65,5.16,50.77,0.0
1703,5.85,63.07,34.32,10.85,3.57,0.78,99.39,39.55,85.82,0.0,92.94,83.58,62.5,72.86,75.81,71.68,5.16,51.16,0.0
1704,5.85,63.07,34.32,10.85,3.57,0.78,99.39,40.45,85.65,0.0,92.94,83.73,62.5,74.24,71.49,71.68,5.16,50.77,0.0
1705,5.85,63.07,34.32,10.85,3.57,0.78,99.39,41.25,80.06,0.0,92.03,94.62,62.5,74.24,68.38,71.68,5.16,50.77,0.0
1706,5.85,63.07,34.25,10.85,3.57,0.78,98.81,40.8,83.87,0.0,92.03,94.64,62.5,74.0,68.88,71.68,5.16,51.16,0.0
1707,5.85,63.07,34.22,10.66,3.57,0.78,97.65,41.19,84.01,0.0,90.66,86.96,62.5,74.42,71.13,72.03,5.16,50.39,0.0
1708,5.85,62.66,34.64,10.66,3.57,0.78,95.32,41.38,84.37,0.0,92.26,94.64,62.5,74.36,71.35,71.86,5.16,50.78,0.0
1709,5.85,62.66,34.12,10.66,3.57,0.78,97.07,44.72,87.49,0.0,91.8,94.65,62.5,74.36,71.81,71.79,5.16,50.77,0.0
1710,5.85,62.66,34.15,10.66,3.57,0.78,96.49,44.78,86.93,0.0,90.66,95.9,62.5,73.45,73.62,71.73,5.16,51.16,0.0
1711,5.85,62.66,33.63,10.66,3.57,0.78,99.39,44.59,79.14,0.0,92.48,96.01,62.5,73.45,74.13,71.56,5.16,50.77,0.0
1712,5.85,62.66,34.09,10.66,3.57,0.78,99.39,44.33,83.29,0.0,91.57,95.96,62.5,72.53,74.13,71.56,5.16,50.77,0.0
1713,7.74,62.66,34.25,10.66,3.57,0.78,99.39,44.14,88.21,0.0,95.43,95.3,62.5,71.39,74.38,72.25,4.37,51.16,0.0
1714,7.74,62.66,34.42,10.76,3.57,0.78,97.65,45.42,94.46,0.0,97.27,95.24,62.5,73.02,74.18,72.22,7.54,50.77,0.0
1715,7.74,62.66,34.9,10.76,3.57,0.78,99.39,47.35,95.21,0.0,97.04,88.56,62.5,73.05,74.18,71.64,14.68,50.77,0.0
1716,6.79,62.66,34.69,10.76,3.57,0.78,99.39,47.28,96.46,0.0,97.27,89.29,62.5,74.66,75.38,72.25,14.68,54.85,0.0
1717,6.42,62.66,34.25,10.76,3.57,0.78,99.39,47.16,96.76,0.0,99.32,89.31,62.5,74.66,79.79,72.1,14.68,55.28,0.0
1718,6.23,62.66,34.26,10.76,3.57,0.78,99.39,47.09,92.57,0.0,99.32,89.22,62.5,72.6,79.03,72.74,14.68,55.28,0.0
1719,9.81,62.66,41.3,10.85,3.57,0.78,99.39,46.0,91.91,0.0,99.32,88.64,62.5,72.83,78.79,73.08,17.06,51.16,0.0
1720,9.62,62.66,41.3,10.85,3.57,0.78,99.39,47.41,92.56,0.0,97.27,88.63,62.5,67.38,78.91,77.19,17.06,50.77,0.0
1721,9.62,62.66,42.17,10.85,3.57,0.78,99.98,47.73,92.16,0.0,92.71,89.19,62.5,67.17,76.42,73.8,17.06,50.77,0.0
1722,9.62,62.66,41.88,10.85,3.57,0.78,99.39,47.73,98.99,0.0,88.38,83.56,62.5,68.08,77.14,73.8,26.59,50.77,0.0
1723,11.89,62.66,42.15,10.85,3.57,0.78,99.39,48.05,98.74,0.0,95.67,84.3,62.5,68.08,77.13,73.28,40.87,50.77,0.0
1724,11.89,62.66,42.15,10.76,3.57,0.78,99.39,46.9,99.95,0.0,96.81,89.4,62.5,68.07,77.37,73.97,57.54,55.73,0.0
1725,11.89,62.66,42.03,10.76,3.57,0.78,99.39,48.76,99.8,0.0,95.22,89.37,62.5,68.07,77.37,77.34,57.54,54.85,0.0
1726,11.89,62.66,39.91,10.76,3.57,0.78,97.65,48.76,95.42,0.0,98.41,89.96,62.5,68.07,77.49,77.34,57.54,54.85,0.0
1727,13.4,62.66,39.89,10.76,3.57,0.78,97.65,46.71,94.96,0.0,94.53,90.14,62.5,68.98,77.49,77.16,60.71,54.85,0.0
1728,13.4,62.66,39.95,10.76,3.57,0.78,97.63,48.37,94.46,0.0,98.41,90.13,62.5,72.42,77.73,78.03,60.71,54.9,0.0
1729,11.51,62.66,39.99,10.76,3.57,0.78,97.63,48.57,93.04,0.0,93.85,90.13,62.5,72.42,78.18,78.03,60.71,54.85,0.0
1730,11.51,62.66,40.83,10.76,3.57,0.78,97.63,47.41,89.93,0.0,96.81,90.13,62.5,69.44,79.13,78.26,60.71,55.28,0.0
1731,11.51,62.66,40.16,10.76,3.57,0.78,99.37,47.8,88.94,0.0,96.81,89.49,62.5,71.49,79.73,77.66,60.71,54.85,0.0
1732,11.51,62.66,40.97,10.66,3.57,0.78,99.37,47.8,88.2,0.0,99.32,89.9,62.5,71.49,79.73,75.24,60.71,54.85,0.0
1733,11.51,62.66,40.72,10.66,3.57,0.78,99.37,48.89,94.02,0.0,99.32,89.4,62.5,71.71,79.29,74.91,60.71,54.85,0.0
1734,10.38,62.66,40.72,12.98,3.57,0.78,99.42,48.89,95.7,0.0,99.32,89.56,62.5,72.39,81.57,74.21,60.71,55.28,0.0
1735,7.74,62.66,33.73,10.66,3.57,0.78,99.42,49.72,95.21,0.0,99.32,90.43,62.5,72.39,81.33,74.63,60.71,55.28,0.0
1736,7.74,62.66,39.33,10.66,3.57,0.78,99.42,49.59,93.58,0.0,98.41,90.24,62.5,71.93,79.65,73.04,60.71,54.85,0.0
1737,7.74,62.66,39.31,7.07,3.57,0.78,99.42,48.89,86.12,0.0,97.27,89.8,62.5,70.11,78.76,72.35,60.71,54.85,0.0
1738,7.74,62.66,39.2,7.07,3.57,0.78,99.37,47.09,83.01,0.0,97.72,89.84,62.5,70.79,78.33,72.35,60.71,54.85,0.0
1739,7.74,62.66,39.27,9.4,3.57,0.78,99.37,47.79,79.95,0.0,97.95,89.68,62.5,71.48,75.23,72.35,60.71,55.28,0.0
1740,9.44,62.66,39.27,9.4,3.57,0.78,99.37,48.59,87.51,0.0,97.95,92.48,62.5,69.88,73.71,72.35,60.71,54.85,0.0
1741,7.59,62.66,39.11,9.4,3.57,0.78,98.79,46.6,87.01,0.0,97.95,92.4,62.5,69.01,74.26,72.18,60.71,54.85,0.0
1742,7.59,62.66,40.51,28.0,3.57,0.78,97.63,46.18,90.24,0.0,97.95,92.08,62.5,69.01,75.7,72.17,59.92,55.28,0.0
1743,7.59,62.66,40.51,28.0,3.57,0.78,97.63,46.14,98.61,0.0,96.36,92.4,62.5,65.36,75.22,71.31,59.92,54.85,0.0
1744,16.85,69.29,40.66,28.0,3.57,0.78,97.63,45.89,92.36,0.0,96.36,43.01,62.5,65.84,73.02,70.73,59.92,54.85,0.0
1745,16.85,62.66,40.66,28.0,3.57,0.78,98.21,46.7,82.15,0.0,96.58,43.01,62.5,65.86,73.26,70.73,59.92,50.77,0.0
1746,17.17,69.29,40.66,31.59,3.57,0.78,97.63,46.63,83.09,0.0,95.67,89.0,62.5,67.03,74.21,70.9,59.92,51.16,0.0
1747,21.7,75.93,43.91,31.59,3.57,0.78,97.63,46.12,89.44,0.0,94.53,89.63,62.5,64.97,74.21,71.08,59.92,51.03,0.0
1748,21.7,75.93,43.41,31.59,3.57,0.78,97.04,46.12,89.64,0.0,95.44,89.56,62.5,69.22,75.41,71.6,59.92,51.16,0.0
1749,23.58,75.93,46.24,38.66,3.57,0.78,97.04,46.12,88.46,0.0,95.9,89.43,62.5,64.55,75.13,70.76,59.92,50.77,0.0
1750,22.45,75.93,44.99,38.66,3.57,0.78,95.98,46.66,87.48,0.0,96.13,92.7,62.5,65.0,75.37,70.8,59.92,50.77,0.0
1751,22.45,75.93,43.63,38.57,3.57,0.78,94.82,47.08,78.43,0.0,96.58,90.19,62.5,66.36,75.61,71.0,59.92,50.39,0.0
1752,18.96,75.93,43.69,38.57,3.57,0.78,94.82,45.14,87.67,0.0,96.58,75.7,62.5,70.69,75.61,71.08,59.92,51.16,0.0
1753,24.34,75.93,43.61,37.31,3.57,0.78,94.23,49.33,89.58,0.0,96.58,89.22,62.5,70.02,75.37,70.88,59.92,50.77,0.0
1754,24.34,75.93,42.66,37.31,3.57,0.78,93.56,49.2,88.6,0.0,96.58,89.2,62.5,69.57,75.49,70.88,59.92,50.77,0.0
1755,29.06,75.93,43.91,37.31,3.57,0.78,93.65,49.53,88.29,0.0,95.9,90.57,62.5,69.11,73.45,70.88,59.92,50.77,0.0
1756,26.98,75.93,42.68,37.31,3.57,0.78,93.07,49.14,82.83,0.0,96.58,90.08,62.5,68.7,74.65,71.08,59.92,51.16,0.0
1757,23.68,75.93,42.68,37.31,3.57,0.78,98.89,48.63,81.55,0.0,96.58,89.97,62.5,72.16,75.99,71.74,59.92,50.77,0.0
1758,21.7,75.93,41.95,37.31,3.57,0.78,94.82,50.49,82.0,0.0,96.58,90.05,62.5,71.33,76.11,72.09,59.92,51.16,0.0
1759,27.74,75.93,41.71,37.31,3.57,0.78,94.77,50.3,86.37,0.0,96.81,90.16,62.5,71.56,74.83,72.09,59.92,51.16,0.0
1760,21.98,75.93,42.12,40.89,3.57,0.78,91.28,49.88,84.36,0.0,96.81,90.1,62.5,73.55,74.83,72.64,59.92,50.26,0.0
1761,15.85,75.93,41.51,40.89,3.57,0.78,91.28,48.62,90.4,0.0,97.72,89.86,62.5,73.55,74.83,72.98,59.92,51.16,0.0
1762,15.19,75.93,41.75,40.89,3.57,0.78,91.28,50.49,92.33,0.0,97.49,89.87,62.5,73.29,74.11,74.37,59.92,50.26,0.0
1763,14.43,75.93,41.56,40.89,3.57,0.78,91.28,50.49,92.46,0.0,97.72,89.88,62.5,73.3,74.23,74.37,59.92,50.77,0.0
1764,14.06,75.93,41.56,40.89,3.57,0.78,91.28,50.17,92.04,0.0,97.72,89.85,62.5,73.3,74.12,72.95,59.92,50.77,0.0
1765,13.58,75.93,41.65,40.89,3.57,0.78,91.28,48.17,84.46,0.0,96.81,88.46,62.5,72.73,74.12,71.57,59.92,51.16,0.0
1766,11.79,75.93,41.56,40.89,3.57,0.78,91.28,48.11,93.56,0.0,97.49,89.19,62.5,72.95,73.99,71.77,59.92,50.26,0.0
1767,11.51,69.29,41.16,40.89,3.57,0.78,91.28,48.24,94.0,0.0,97.27,89.07,62.5,73.0,73.99,72.95,59.92,50.77,0.0
1768,10.19,62.66,41.16,40.89,3.57,0.78,91.28,48.24,95.28,0.0,97.49,90.53,62.5,73.0,73.99,73.36,59.92,51.16,0.0
1769,5.0,62.66,41.78,40.89,3.57,0.78,91.28,47.79,97.29,0.0,97.49,43.4,62.5,73.0,73.71,73.56,59.92,50.77,0.0
1770,4.62,62.66,41.92,40.89,3.57,0.78,91.28,47.72,87.46,0.0,97.49,83.51,62.5,72.8,73.71,73.36,57.54,51.56,0.0
1771,4.43,62.66,39.88,40.89,3.57,0.78,91.86,47.49,94.84,0.0,97.49,83.51,62.5,72.8,74.19,77.71,57.54,50.77,0.0
1772,4.43,62.66,39.48,40.89,3.57,0.78,91.86,50.91,93.21,0.0,97.49,87.69,62.5,72.8,74.67,77.71,57.54,51.56,0.0
1773,5.94,62.66,40.0,40.89,3.57,0.78,91.86,50.85,94.54,0.0,97.49,87.71,62.5,72.8,74.43,76.33,57.54,51.16,0.0
1774,5.66,62.66,40.86,40.89,3.57,0.78,91.86,50.98,94.39,0.0,97.49,87.04,62.5,72.82,75.15,74.05,57.54,55.28,0.0
1775,5.66,62.66,41.02,37.31,3.57,0.78,91.86,50.85,85.34,0.0,97.04,83.53,62.5,72.65,74.19,74.05,57.54,55.73,0.0
1776,5.66,62.66,40.68,37.31,3.57,0.78,91.86,50.72,92.77,0.0,97.49,89.26,62.5,71.96,73.71,73.7,57.54,55.28,0.0
1777,5.66,62.66,40.82,37.31,3.57,0.78,91.86,49.82,95.32,0.0,97.49,89.27,62.5,73.09,73.35,75.95,57.54,55.08,0.0
1778,5.66,62.66,38.81,37.31,3.57,0.78,91.86,50.4,95.03,0.0,97.49,89.32,62.5,72.86,72.75,76.09,57.54,55.28,0.0
1779,5.66,62.66,41.3,37.31,3.57,0.78,91.86,50.4,87.98,0.0,97.49,89.18,62.5,72.66,72.27,74.54,57.54,55.73,0.0
1780,5.57,62.66,41.18,37.31,3.57,0.78,91.86,49.5,94.29,0.0,97.49,48.86,62.5,72.7,71.89,74.88,57.54,55.28,0.0
1781,5.57,62.66,41.07,37.31,3.57,0.78,92.44,50.04,94.34,0.0,97.49,48.59,62.5,72.95,71.93,75.09,57.54,54.82,0.0
1782,5.57,62.66,41.07,37.31,3.57,0.78,91.86,49.53,92.91,0.0,97.95,42.79,62.5,72.75,74.45,75.09,55.16,55.21,0.0
1783,5.57,62.66,40.68,37.31,3.57,0.78,96.51,0.0,92.57,0.0,98.41,43.49,62.5,72.97,72.61,75.09,55.16,54.72,1.0
1784,5.47,62.66,41.07,37.31,3.57,0.78,91.28,0.0,85.01,0.0,97.27,89.35,62.5,72.97,72.97,74.05,55.16,55.15,1.0
1785,5.47,62.66,42.07,37.31,3.57,0.78,91.28,0.0,94.53,0.0,97.49,69.57,62.5,72.99,72.73,74.05,55.16,55.15,1.0
1786,5.47,62.66,42.07,37.31,3.57,0.78,91.28,49.98,95.46,0.0,97.72,69.5,62.5,72.99,72.53,73.18,40.32,55.15,0.0
